Transaction_Key,Date_Key,Department_Key,Cost_Centre_Key,Cost_Category_Key,Vendor_Key,Budget_Amount,Actual_Amount,Headcount
628,20221221,1,13,8,16,168237,180580,1088
629,20250616,8,2,3,18,120848,130234,148
630,20230529,3,8,5,12,184256,219096,20
631,20221009,6,12,10,2,54059,45132,15
632,20220118,10,11,1,5,219952,169975,435
633,20251009,1,11,3,13,52934,55452,346
634,20241119,1,1,1,18,263401,274419,759
635,20230912,2,2,4,18,31241,31732,71
636,20220123,10,3,5,18,276187,251117,83
637,20241207,5,4,2,1,311218,363835,93
638,20230315,3,14,8,5,399927,274254,536
639,20220731,4,5,1,12,73631,59519,36
640,20230521,2,3,3,7,206105,221070,971
641,20220123,5,6,3,14,329528,374263,210
642,20230706,9,4,2,6,267341,298226,86
643,20230730,7,2,8,18,109978,116886,22
644,20220313,5,13,4,2,96491,86756,39
645,20251122,9,6,1,10,180146,181583,89
646,20251104,3,5,1,10,55044,58633,477
647,20230416,3,1,1,5,55024,51353,795
648,20240527,11,7,3,8,447812,547636,683
649,20250106,2,1,3,2,696450,782423,1067
650,20241022,1,8,5,17,298100,197456,119
651,20251102,4,5,3,4,645213,692880,418
652,20220104,9,4,1,6,210892,216089,285
653,20231229,5,3,1,16,106807,74935,380
654,20220831,5,4,2,3,411256,390187,97
655,20250712,3,7,7,12,116199,100270,21
656,20230612,2,2,3,5,61072,51948,547
657,20220609,5,2,9,8,17903,16887,14
658,20220127,2,14,7,8,377918,491831,867
659,20241104,12,1,1,1,193327,163216,84
660,20221120,1,7,3,12,253430,288574,864
661,20220816,6,13,7,16,222603,218012,790
662,20241104,4,9,8,12,436600,419767,390
663,20220112,7,1,2,8,72190,60814,61
664,20220312,7,4,4,1,87307,64553,108
665,20240110,4,12,9,1,89215,84917,43
666,20251202,12,12,5,13,37935,38789,45
667,20220422,4,4,1,13,143039,174213,842
668,20250407,1,8,8,9,250789,319543,227
669,20230726,10,12,1,10,125302,106696,1153
670,20230508,3,11,1,9,169777,159373,467
671,20250803,7,1,8,2,547552,375143,323
672,20230209,8,9,7,4,371732,346963,163
673,20220301,1,10,3,6,166436,148976,148
674,20220316,7,10,1,12,72520,77387,545
675,20230407,4,9,10,8,4513,4038,32
676,20240911,3,4,2,4,152574,144239,39
677,20220927,4,6,7,16,63810,83720,294
678,20251013,1,1,10,8,9771,12181,84
679,20221204,1,9,3,12,268605,262699,927
680,20220927,3,5,3,7,217120,206568,291
681,20251202,10,9,3,9,613263,548031,744
682,20220825,1,4,3,19,645408,749197,45
683,20230621,4,6,5,3,316696,326957,51
684,20220418,2,3,1,6,118965,108233,1151
685,20250116,5,9,3,1,469062,365202,411
686,20220118,1,2,5,4,25694,32865,13
687,20220226,1,1,2,14,26993,0,1
688,20250309,2,5,1,10,167204,155626,416
689,20230224,3,6,7,18,58426,68671,829
690,20221121,3,4,5,8,166513,190319,91
691,20220324,2,13,2,10,436892,518546,68
692,20250104,7,15,1,6,236355,314744,474
693,20240508,6,4,8,15,130437,116021,574
694,20220930,8,4,2,17,330440,398196,60
695,20220620,4,13,2,5,354862,361914,88
696,20250120,1,11,1,14,207088,187325,395
697,20241129,8,8,5,1,245292,263014,58
698,20250725,1,15,1,5,73770,76752,1147
699,20231205,1,6,5,6,16244,18492,41
700,20251118,4,1,4,19,104976,146754,83
701,20221227,3,6,7,6,138857,100712,898
702,20241106,2,7,1,20,175917,217530,128
703,20221128,6,14,7,2,79744,92663,21
704,20230506,4,13,3,5,670694,751359,198
705,20230415,2,5,5,17,208061,309622,14
706,20220321,2,9,9,4,90108,115018,75
707,20250504,6,7,1,17,255082,296233,1107
708,20241122,9,14,3,10,42438,41792,433
709,20240131,7,15,7,17,435510,455558,1156
710,20241021,1,10,7,10,495036,397842,979
711,20250225,5,2,5,17,248013,256120,58
712,20220525,2,8,8,5,100069,109845,23
713,20230303,2,3,1,11,60567,72624,27
714,20230318,9,8,3,1,232183,349937,118
715,20250316,4,6,3,15,112300,97949,294
716,20251025,8,5,2,2,105384,0,37
717,20221205,10,8,2,7,154999,187120,19
718,20230819,1,8,1,7,204070,197472,566
719,20250523,8,7,5,8,221290,280751,98
720,20231225,8,1,2,6,294916,260657,69
721,20240901,3,8,9,5,64735,55055,5
722,20220711,2,12,3,13,473183,402074,58
723,20231129,7,14,9,13,77575,75020,18
724,20231026,2,4,1,8,257355,292931,827
725,20220411,5,10,3,14,388380,322072,108
726,20240817,1,3,3,6,52997,42340,926
727,20220618,7,1,1,16,147151,134318,559
728,20250330,5,8,5,5,293977,265285,9
729,20250601,6,9,7,14,434665,487012,1121
730,20240611,5,3,3,6,696579,528210,173
731,20240512,4,4,1,15,62270,52189,251
732,20240222,2,9,3,13,479441,509029,930
733,20240412,2,2,3,19,478952,519667,914
734,20251120,8,9,2,2,435926,557314,16
735,20250401,3,9,3,1,202755,258059,740
736,20230703,2,5,1,17,133716,140776,357
737,20250617,7,2,1,18,266412,269129,537
738,20230626,1,2,10,9,73894,89410,67
739,20231231,8,2,10,7,36082,38450,20
740,20220111,1,11,4,19,113037,126324,49
741,20240813,4,2,8,4,80348,101439,219
742,20251118,1,4,1,17,89844,69050,53
743,20220504,5,1,8,1,567135,713682,738
744,20250412,2,5,1,12,147849,127602,345
745,20250215,1,13,3,12,692748,711210,1012
746,20241214,8,1,3,16,537539,557983,269
747,20230319,12,1,9,5,42647,49606,51
748,20221013,2,15,1,15,125231,95645,570
749,20240228,7,6,1,8,207770,213169,923
750,20240429,1,5,1,1,84916,97180,611
751,20241007,11,7,10,10,42565,50565,50
752,20250609,6,2,1,14,223988,265556,682
753,20251024,11,4,6,2,28333,25221,29
754,20250405,2,4,3,10,375608,336823,1006
755,20240313,1,2,9,9,13174,11703,31
756,20230625,1,11,1,2,87094,66146,825
757,20251021,5,8,1,13,276807,286729,369
758,20230722,7,8,6,13,64269,33907,48
759,20240916,7,4,3,13,200155,201107,782
760,20251027,4,10,7,1,346932,281737,216
761,20240808,1,3,3,13,54053,51273,1100
762,20220625,2,8,1,15,234704,321319,509
763,20250804,2,2,1,3,247620,265566,624
764,20250919,4,1,3,19,577340,623421,342
765,20250526,1,5,4,7,119416,122834,49
766,20250910,4,2,9,15,43969,36744,115
767,20220128,1,8,1,4,114275,117338,493
768,20240419,2,14,3,19,577465,743367,523
769,20230913,1,6,5,10,218261,194267,36
770,20230426,9,2,7,13,262576,331671,186
771,20240220,7,4,1,12,159956,217150,567
772,20230413,6,4,2,13,338665,279443,117
773,20250721,5,4,4,3,65508,73441,81
774,20240804,5,5,1,18,46649,55647,639
775,20220219,6,7,3,17,465999,483980,895
776,20240906,8,3,3,5,140229,154824,850
777,20221026,10,10,2,1,329345,174523,42
778,20240107,1,4,7,14,396725,303432,461
779,20250818,5,5,10,8,7617,8378,51
780,20220124,4,14,1,1,135058,115153,436
781,20240914,5,5,1,18,110157,92421,926
782,20220105,4,2,10,6,68427,71618,14
783,20250815,12,15,7,16,136671,142195,972
784,20240708,4,9,1,19,197983,227304,259
785,20251122,4,5,2,4,185650,209130,85
786,20251214,4,10,6,6,22940,21447,19
787,20220603,4,2,1,18,49141,70819,838
788,20220820,6,8,3,18,522011,726587,238
789,20240228,8,10,2,6,437051,464290,94
790,20221212,2,5,1,6,43808,50218,802
791,20251009,2,4,8,5,98375,91176,629
792,20230706,11,3,4,10,41429,37660,102
793,20250514,9,12,5,1,338036,353275,41
794,20240321,4,15,5,1,114119,114222,119
795,20230725,2,12,3,9,614973,706550,951
796,20230715,4,15,1,10,73898,98557,953
797,20220624,8,1,5,10,209459,210085,119
798,20250316,6,1,1,13,157121,147162,47
799,20221019,4,9,1,8,184054,187262,82
800,20230113,4,12,3,18,142667,101715,821
801,20220202,2,5,7,12,351790,312378,1045
802,20230912,10,13,4,7,30426,32176,22
803,20251107,1,9,3,5,336425,362441,716
804,20221209,9,1,3,6,262610,208220,958
805,20240409,4,3,3,1,599733,708191,570
806,20230406,10,7,1,13,99136,94324,140
807,20220808,9,2,8,7,494559,601309,923
808,20250528,8,2,4,19,33790,37036,68
809,20240226,8,1,3,8,474334,435473,60
810,20250129,2,4,5,15,249735,313088,24
811,20231113,5,2,7,4,277488,363012,513
812,20220117,10,9,4,11,88094,77055,44
813,20240102,2,10,7,11,377190,327511,704
814,20240213,3,13,1,10,97621,114719,471
815,20250901,4,15,2,18,244137,273463,16
816,20240226,1,3,6,4,64697,53146,67
817,20231129,1,5,3,5,534096,475867,315
818,20220803,10,3,1,12,129747,128960,689
819,20251104,5,9,3,10,496640,608739,1014
820,20240323,6,9,6,6,67472,84950,115
821,20220211,2,10,1,9,258290,318629,996
822,20250321,10,9,6,4,84454,109201,108
823,20231024,6,1,1,3,254896,213586,1144
824,20220222,5,12,3,20,423260,584295,466
825,20221130,1,9,1,19,86759,85869,565
826,20250321,1,5,1,20,214759,284558,765
827,20240709,2,3,5,13,79768,90928,71
828,20220525,1,8,1,4,114862,106535,570
829,20220503,10,14,7,3,163246,169480,433
830,20250212,2,5,8,13,584580,671518,824
831,20240527,8,8,1,7,214344,269564,419
832,20240719,9,2,1,5,91843,48115,1095
833,20250517,12,2,3,20,536200,487937,456
834,20230722,1,11,6,16,82065,92907,114
835,20250731,5,12,3,12,344663,357228,46
836,20231207,4,1,2,4,192693,229176,60
837,20230630,5,9,1,1,255395,291420,933
838,20241224,5,9,1,13,161828,184789,25
839,20230915,4,1,3,15,488077,500641,872
840,20230319,6,1,8,2,591915,808465,1125
841,20241111,2,9,4,12,88800,82696,6
842,20230302,1,4,1,11,66758,84567,921
843,20230123,4,3,5,2,301898,317378,33
844,20220410,1,6,9,11,95033,100553,18
845,20250809,4,13,1,14,127786,114348,143
846,20240122,1,4,9,15,88173,77420,56
847,20241217,1,10,3,9,230442,226028,203
848,20220304,4,7,7,11,227456,288291,360
849,20250912,10,13,4,8,44329,53500,30
850,20240619,10,12,1,12,199246,200642,896
851,20220401,11,5,3,14,640842,422657,648
852,20250930,9,14,4,8,11745,12748,116
853,20230313,9,5,5,15,319623,375412,79
854,20240304,3,7,8,15,194266,232366,353
855,20231120,4,14,1,8,148241,159006,735
856,20220403,10,13,10,2,61750,62938,15
857,20250901,4,1,8,7,330477,320678,1023
858,20230816,11,3,1,9,116261,133487,1119
859,20230929,2,1,1,16,81163,78159,1081
860,20241127,5,15,4,15,61106,54551,79
861,20250921,11,10,4,13,34099,33946,41
862,20250822,9,6,2,18,396732,516898,27
863,20240721,1,2,4,5,14850,15772,31
864,20240114,1,8,6,3,75115,71198,32
865,20240125,3,4,1,13,67387,64325,573
866,20240526,9,8,7,9,79950,32063,215
867,20230523,8,14,3,14,672865,701738,663
868,20230526,1,8,9,12,35821,42763,61
869,20220514,4,12,4,6,49669,46674,73
870,20220614,7,13,1,7,80410,96094,317
871,20250223,12,12,1,14,246247,301657,875
872,20240317,4,9,5,11,176865,208657,10
873,20231006,5,1,3,19,140330,158622,252
874,20251215,9,7,1,3,41867,37337,942
875,20250510,9,6,1,15,183105,171535,1186
876,20250210,6,4,4,1,93411,100512,35
877,20230619,4,12,5,2,298898,308385,20
878,20250210,6,12,8,1,306688,327935,217
879,20250621,5,8,1,1,265141,284942,873
880,20251028,1,12,1,5,161091,170902,855
881,20250429,10,2,2,10,299760,344485,18
882,20221021,1,15,3,13,71569,70125,464
883,20231022,4,6,3,12,639000,674286,754
884,20220625,2,1,5,3,34587,20294,67
885,20220110,4,9,9,6,80555,86356,21
886,20231201,2,5,3,4,197704,132286,417
887,20220322,10,14,5,20,180708,163383,71
888,20240405,10,11,1,16,264061,285572,468
889,20250116,5,13,7,20,175117,194616,484
890,20230204,4,1,1,1,252304,312742,1127
891,20220420,1,14,7,3,475660,286324,402
892,20250715,6,2,3,11,565611,612018,720
893,20230223,11,8,1,14,173060,143348,679
894,20250622,7,1,8,8,357752,425412,1017
895,20221229,12,12,5,4,216246,208911,9
896,20240731,4,8,2,2,185422,126748,99
897,20250808,12,14,4,7,72439,66528,110
898,20220715,5,7,7,1,203857,201549,501
899,20241027,4,14,3,11,289253,301688,623
900,20230510,2,6,5,12,233303,229628,17
901,20220802,2,7,1,5,124816,161364,825
902,20230601,1,6,1,3,180211,173037,146
903,20250206,10,6,8,7,141480,131821,505
904,20220626,10,9,3,3,374350,497695,144
905,20230526,7,10,3,19,595885,680625,298
906,20230425,4,1,10,2,11748,11043,40
907,20240615,4,6,10,4,26740,27902,67
908,20240817,2,12,1,9,272376,429628,520
909,20230413,12,12,9,5,77052,74743,106
910,20251206,1,1,1,14,179856,175940,1019
911,20240607,10,9,3,4,71136,83357,936
912,20250816,5,11,1,16,172034,179393,752
913,20230109,10,9,1,3,89101,93849,130
914,20240801,8,15,4,8,8356,7551,57
915,20230430,4,10,3,7,366113,407724,118
916,20230523,4,13,1,5,205086,160824,368
917,20250309,5,11,1,4,227928,206541,579
918,20220118,1,1,3,14,220948,267291,999
919,20221028,7,8,4,6,82872,116713,50
920,20230513,2,10,6,14,41269,37891,64
921,20220105,1,2,4,19,113931,112463,48
922,20251209,4,4,5,3,27034,26593,30
923,20231207,10,14,1,12,86869,65961,702
924,20240323,8,3,1,2,132886,83639,21
925,20230725,1,3,1,8,256216,213307,853
926,20221204,5,2,3,10,434656,347256,748
927,20231127,9,14,1,10,128985,154772,1074
928,20240728,1,2,3,8,170301,176872,138
929,20231027,12,1,4,2,80704,81624,34
930,20240223,12,9,2,5,269164,199057,51
931,20221110,2,4,5,2,320504,372575,49
932,20250813,1,5,1,2,166593,161591,187
933,20221027,5,10,5,12,277628,233962,88
934,20231022,10,14,1,8,134035,161754,378
935,20230725,6,15,8,12,216612,255233,1080
936,20240603,4,5,1,16,116330,117300,869
937,20250804,6,2,3,12,78401,100206,609
938,20250621,4,2,4,5,65932,58554,62
939,20221206,3,8,1,18,194501,176969,715
940,20221022,9,14,2,6,235560,196361,31
941,20230203,4,2,7,13,180535,200027,848
942,20230206,1,6,6,13,52214,68733,99
943,20250508,10,1,1,9,81320,86710,944
944,20240307,6,14,6,8,46949,53844,78
945,20230401,5,9,10,16,46563,50280,86
946,20220509,3,9,7,2,70598,72512,577
947,20221229,1,1,3,5,308814,324331,902
948,20220428,1,5,6,1,21328,25361,66
949,20220801,2,4,3,11,613024,820096,1083
950,20220819,12,10,1,9,234906,291325,956
951,20220214,4,3,3,6,145346,160190,592
952,20230801,7,15,3,12,67181,65466,979
953,20250806,3,4,3,9,487079,501774,214
954,20230209,2,1,7,5,267973,222944,125
955,20220625,8,1,1,13,188327,217319,355
956,20220610,8,10,10,10,57513,55676,104
957,20220413,6,2,8,4,64233,68718,105
958,20250507,8,8,5,16,190303,170056,28
959,20230402,4,1,1,5,141237,143955,463
960,20231101,5,1,5,6,339271,301858,38
961,20230919,7,2,6,12,40427,55147,118
962,20220909,3,5,1,5,132812,137203,775
963,20241106,9,11,1,15,85759,72384,679
964,20251016,5,15,2,14,62985,69986,80
965,20251215,8,5,1,9,278797,327006,61
966,20220930,1,1,3,5,512972,543953,857
967,20230816,1,3,1,6,200238,224583,540
968,20220721,2,4,5,10,114980,76664,11
969,20220721,1,5,1,16,210415,166134,850
970,20230612,1,12,3,12,273852,289026,782
971,20231126,4,11,3,14,446196,397508,263
972,20250130,9,9,7,5,154575,151544,818
973,20220903,5,4,10,6,37876,41890,59
974,20250429,9,14,3,19,596107,622526,979
975,20220221,8,13,3,18,209520,244240,204
976,20250728,12,6,9,7,60249,73292,21
977,20230201,6,5,6,11,85830,94536,66
978,20251018,3,11,1,5,258420,306163,905
979,20251025,4,3,8,16,238330,305310,937
980,20240522,1,4,4,4,52014,58884,13
981,20250925,3,12,8,2,287564,289660,677
982,20230624,3,2,10,3,9432,13303,64
983,20250426,1,4,1,19,277938,365749,596
984,20241028,7,2,3,14,142384,150905,753
985,20230219,4,3,1,11,223622,232652,129
986,20250528,2,5,8,5,513426,703906,47
987,20221114,2,12,1,5,119716,133501,419
988,20240906,1,15,1,2,130869,144920,460
989,20240822,4,11,5,1,222627,181969,104
990,20250119,4,8,8,17,411613,467802,1150
991,20230905,12,10,1,5,183708,203326,342
992,20250809,10,14,5,5,35617,40439,19
993,20241120,8,7,5,20,229736,217628,30
994,20250330,3,4,1,3,124519,112750,152
995,20240428,4,14,3,16,362857,519472,416
996,20240727,2,5,8,6,146849,196352,109
997,20241004,2,10,1,9,124245,118394,397
998,20220210,11,12,4,2,103999,117488,96
999,20250606,3,13,1,2,86400,127128,864
1000,20240607,1,2,1,5,270016,224957,591
1001,20241016,12,15,1,15,109926,94113,178
1002,20220505,8,4,8,17,283407,352334,270
1003,20250727,4,4,3,15,209790,185731,320
1004,20240627,8,8,5,14,339556,340779,90
1005,20241110,4,13,5,8,171381,157149,8
1006,20230727,1,5,4,15,67368,55186,8
1007,20250731,1,1,1,6,238204,287932,993
1008,20241228,1,4,1,1,257307,184007,286
1009,20230127,1,2,7,8,317336,404412,1105
1010,20251123,11,3,4,5,94291,95933,39
1011,20220720,2,1,1,17,250152,288146,55
1012,20230616,6,14,1,2,208423,288579,739
1013,20220816,1,7,1,9,113500,145284,1138
1014,20241218,1,5,3,3,607134,663412,528
1015,20240118,8,2,3,12,222309,297608,151
1016,20240722,4,5,4,10,51906,60854,39
1017,20220103,6,13,3,17,405875,531523,353
1018,20240705,9,9,8,12,139671,154746,424
1019,20240327,12,14,6,7,71963,98891,101
1020,20230521,10,10,1,18,197771,198310,1079
1021,20240229,2,8,3,5,655695,651390,1025
1022,20220325,9,5,1,1,94955,128855,49
1023,20230305,1,9,3,15,520951,533931,455
1024,20250802,6,5,3,5,445144,439225,881
1025,20251210,3,2,4,6,25048,19902,44
1026,20230103,2,13,1,3,103774,95413,172
1027,20240209,5,2,7,2,175997,114755,316
1028,20240801,1,4,8,15,486315,341815,177
1029,20221226,4,8,2,17,387555,446709,65
1030,20250802,8,12,1,18,130716,119338,472
1031,20240305,10,6,1,12,226123,231082,1052
1032,20230608,3,9,1,13,208032,186208,660
1033,20230416,5,15,1,7,228549,242060,29
1034,20250426,2,5,2,12,133044,121258,23
1035,20221102,7,12,6,5,28768,28074,6
1036,20250612,2,1,10,1,38306,36940,12
1037,20240820,2,4,6,16,59641,49274,118
1038,20230804,7,13,1,2,92156,88024,244
1039,20230827,3,2,1,8,120616,97145,645
1040,20251218,11,13,1,6,275587,313931,195
1041,20251111,7,5,6,1,20286,23993,82
1042,20220627,4,15,4,8,38654,44620,6
1043,20240112,6,4,4,15,112885,88201,47
1044,20220410,6,11,1,19,96818,85796,32
1045,20240728,1,8,3,4,554629,529399,121
1046,20220701,10,1,2,12,190452,180206,57
1047,20250404,2,12,10,13,51818,61492,106
1048,20231101,9,4,1,6,104036,116731,1187
1049,20241018,6,11,6,5,66451,76614,78
1050,20250911,4,2,3,2,273725,225634,827
1051,20231220,1,2,3,15,310116,408019,1082
1052,20220227,10,3,3,2,579384,600325,817
1053,20220325,4,10,3,4,512678,592650,590
1054,20230201,12,3,2,2,25849,29371,113
1055,20220309,1,4,1,6,278673,336333,552
1056,20231124,2,15,3,12,113630,109517,623
1057,20251212,1,7,8,18,489304,512644,1144
1058,20250425,10,9,2,12,390783,368287,2
1059,20220615,1,10,3,11,178357,119810,203
1060,20250219,1,8,1,5,86141,91785,722
1061,20240626,3,7,2,3,181066,181925,49
1062,20220725,4,11,9,12,18742,16780,90
1063,20220225,11,15,9,12,60720,77767,35
1064,20251122,11,13,2,8,351419,365924,88
1065,20221211,4,9,8,13,555093,521994,975
1066,20221002,6,4,3,12,507620,602442,680
1067,20220504,8,7,1,8,260113,289671,36
1068,20250110,4,3,1,2,213263,0,1010
1069,20240129,9,2,1,10,247142,241550,378
1070,20220829,6,5,1,3,227583,292155,1045
1071,20250917,3,7,7,14,453594,590633,938
1072,20230802,11,9,4,11,40036,40128,83
1073,20240420,3,10,1,17,158967,166953,630
1074,20230828,7,11,5,13,194950,176320,51
1075,20220128,6,15,1,6,115982,126495,1028
1076,20220902,4,15,8,3,294210,338143,860
1077,20240615,2,3,1,8,160792,206901,203
1078,20240626,1,2,3,4,167206,242703,663
1079,20241227,9,15,3,15,367663,439297,27
1080,20251111,2,13,4,9,10779,13286,38
1081,20240620,4,2,4,9,25572,19514,22
1082,20250417,2,5,3,8,416835,416741,555
1083,20220103,10,14,6,4,13163,16433,64
1084,20240606,1,3,3,2,606008,742657,141
1085,20231011,8,15,3,11,244246,192547,1128
1086,20220526,1,2,1,16,256026,418716,498
1087,20230901,1,14,3,18,31259,31363,1052
1088,20250729,3,6,1,5,73568,61639,41
1089,20230519,1,1,3,15,211716,217041,184
1090,20231024,2,4,1,10,181732,187487,1032
1091,20221122,11,12,1,7,49981,38886,715
1092,20251204,1,8,8,3,638334,633518,685
1093,20240907,1,1,6,8,49184,56274,77
1094,20240409,9,3,1,3,201533,185419,341
1095,20240416,1,6,5,10,102548,90601,112
1096,20231223,8,3,7,13,38720,41675,410
1097,20250225,3,5,4,2,97534,122820,94
1098,20241001,4,2,1,3,161386,162945,441
1099,20230611,4,1,7,6,411369,394520,863
1100,20240704,4,14,5,2,148043,139778,7
1101,20221031,2,1,4,14,44001,45203,98
1102,20230216,2,5,1,14,48472,43050,571
1103,20231128,4,11,9,3,96654,117898,36
1104,20231108,7,1,8,6,35594,35463,935
1105,20230808,10,2,7,5,314892,283248,586
1106,20220120,2,2,1,16,156701,149365,736
1107,20250612,7,3,6,2,11559,13992,25
1108,20250417,6,15,3,9,696371,761262,680
1109,20220227,10,15,1,17,89069,84385,663
1110,20220109,10,5,3,9,407202,604628,92
1111,20220202,4,7,1,1,43590,56927,42
1112,20230325,4,4,5,5,111740,125430,47
1113,20250305,4,7,5,13,101036,113559,71
1114,20241209,4,6,4,3,26308,25597,101
1115,20240605,1,10,3,9,37341,36286,683
1116,20240326,2,4,2,3,244548,229381,66
1117,20220304,4,1,10,15,59359,56294,62
1118,20240925,1,1,6,18,40035,53167,97
1119,20220330,1,15,1,5,94162,108951,598
1120,20251008,3,8,2,5,175960,261085,14
1121,20230402,7,10,9,7,49315,55994,85
1122,20230507,5,6,3,3,337786,348764,471
1123,20250618,2,13,7,8,282061,257127,721
1124,20250517,4,2,5,5,47557,48269,20
1125,20230112,9,3,3,20,284969,401883,86
1126,20220324,8,2,3,6,617669,683463,1187
1127,20220922,10,8,4,11,57553,70499,24
1128,20230129,4,4,4,17,73203,84022,72
1129,20250525,2,3,4,18,101513,84835,64
1130,20250608,1,11,1,12,262667,300764,255
1131,20240803,9,2,3,7,447839,552454,775
1132,20230408,6,11,2,6,305149,325610,19
1133,20251125,2,2,4,20,58804,68550,76
1134,20221121,12,8,1,1,266766,220920,461
1135,20220320,7,10,1,11,205731,252821,248
1136,20220812,9,2,4,19,12241,9467,90
1137,20230802,8,3,10,16,31124,35085,62
1138,20231005,12,5,3,1,679670,825160,738
1139,20220625,10,13,2,15,244926,212414,63
1140,20220406,2,4,3,14,579213,741416,669
1141,20240419,4,4,8,14,602181,748137,672
1142,20241025,8,9,8,1,335421,283263,1180
1143,20250615,2,2,4,19,119357,127911,7
1144,20241212,10,7,1,6,183458,163757,1192
1145,20240317,4,3,6,20,23991,23761,39
1146,20230823,9,3,1,7,215091,130939,968
1147,20221008,1,6,3,6,249035,271270,415
1148,20220516,1,12,3,11,532883,394119,252
1149,20241123,5,4,2,8,247835,345973,1
1150,20240901,4,2,8,8,177588,169557,778
1151,20221018,10,9,1,15,228527,280589,462
